a2QKL7,https://www.vg.no/sport/fotball/i/a2QKL7/carragher-og-shearer-uenige-om-rashfords-fremtid,Sport,Fotball,"{tippetips,""manchester united"",""everton fc"",sport,fotball}",vg,2018-09-16 09:18:00+02,Carragher og Shearer uenige om Rashfords fremtid,f
VR8dA6,https://www.vg.no/sport/fotball/i/VR8dA6/landslagspausen-ble-viktig-for-branns-gullplaner,Sport,Fotball,"{eliteserien,""fk haugesund"",""sk brann"",""lars arne nilsen"",sport,fotball}",vg,2018-09-16 08:35:00+02,«Landslagspausen» ble viktig for Branns gullplaner,f
10079217,https://www.tv2.no/a/10079217,Sport,Fotball,"{fotball,""premier league"",""manchester united"",sport}",tv2,2018-09-14 12:10:00+02,Mourinho til angrep på eksperter i fire minutter lang Rashford-tirade,f
10083291,https://www.tv2.no/a/10083291,Sport,Fotball,"{sarpsborg,tyrkia,sport,sarpsborg08,europaligaen,europaliga,besiktas,fotball}",tv2,2018-09-17 07:19:00+02,- Vi måtte ta bagen over hodet og spurte for ikke å bli drept,t
10082676,https://www.tv2.no/a/10082676,Sport,Fotball,"{sassuolo,fotball,""cristiano ronaldo"",""serie a"",sport,juventus}",tv2,2018-09-16 16:56:00+02,Endelig løsnet det for Ronaldo: Scoret to mål i Juventus-seier,t
10083379,https://www.tv2.no/a/10083379,Sport,Fotball,"{rosenborg,fotball,eliteserien,vålerenga,sport,""sam johnson"",""amin nouri"",""jonathan levi""}",tv2,2018-09-16 21:56:00+02,RBKs nye yndling avgjorde med volleyperle på overtid,t
gPnrJ5,https://www.vg.no/sport/fotball/i/gPnrJ5/ranet-paa-overtid-spillene-er-utrolig-skuffet,Sport,Fotball,"{sport,fotball}",vg,2018-09-16 19:57:00+02,Ranet på overtid: – Spillene er utrolig skuffet,t
5Vgrdm,https://www.vg.no/sport/fotball/i/5Vgrdm/mourinho-med-haarfoener-i-pausen-synd-det-ikke-er-kamera-i-garderoben,Sport,Fotball,"{""premier league"",""manchester united"",""watford fc"",""engelsk fotball"",sport,fotball}",vg,2018-09-15 20:25:00+02,Mourinho med «hårføner» i pausen: - Synd det ikke er kamera i garderoben,t
yvdVOJ,https://www.vg.no/sport/fotball/i/yvdVOJ/to-maal-av-espen-ruud-og-sarpsborg-gikk-paa-sitt-fjerde-strake-tap,Sport,Fotball,"{eliteserien,""sarpsborg 08"",odd,sport,fotball}",vg,2018-09-16 19:53:00+02,To mål av Espen Ruud - og Sarpsborg gikk på sitt fjerde strake tap,t
A2wxAz,https://www.vg.no/sport/fotball/i/A2wxAz/real-madrid-tapte-poeng-og-terreng-til-barcelona,Sport,Fotball,"{""spansk fotball"",""real madrid cf "",""fc barcelona "",sport,fotball}",vg,2018-09-15 22:35:00+02,Real Madrid tapte poeng og terreng til Barcelona,t
3jbxBq,https://www.vg.no/sport/fotball/i/3jbxBq/etter-27-forsoek-loesnet-det-ronaldo-scoret-to,Sport,Fotball,"{""italiensk fotball"",""cristiano ronaldo"",sport,fotball}",vg,2018-09-16 16:57:00+02,Etter 27 forsøk løsnet det: Ronaldo scoret to,t
karBd6,https://www.vg.no/sport/fotball/i/karBd6/naa-er-det-kun-en-historisk-bragd-som-kan-berge-plassen-for-sandefjord,Sport,Fotball,"{eliteserien,bodø/glimt,""sandefjord fotball"",sport,fotball}",vg,2018-09-16 19:55:00+02,Nå er det kun en historisk bragd som kan berge plassen for Sandefjord,t
zLJVX5,https://www.vg.no/sport/fotball/i/zLJVX5/rbk-matchvinner-jebali-ble-scoutet-i-over-et-aar,Sport,Fotball,"{eliteserien,""vålerenga fotball"",""rosenborg bk"",sport,fotball}",vg,2018-09-17 06:46:00+02,RBK-matchvinner Jebali ble «scoutet» i over et år,t
zLJ9KO,https://www.vg.no/sport/fotball/i/zLJ9KO/det-blir-ekstra-goey-naar-du-ser-hvor-mange-som-har-tatt-turen-til-haugesund,Sport,Fotball,"{eliteserien,""fk haugesund"",""sk brann"",sport,fotball}",vg,2018-09-15 19:50:00+02,«Det  blir ekstra gøy når du ser hvor mange som har tatt turen til Haugesund»,f
10082406,https://www.tv2.no/a/10082406,Sport,Fotball,"{sport,""lucas moura"",fotball,""premier league"",""jair bolsonaro""}",tv2,2018-09-16 14:17:00+02,Fikk massiv kritikk etter støtte til kontroversiell politiker - nekter å trekke den tilbake,f
10082301,https://www.tv2.no/a/10082301,Sport,Fotball,"{""josep guardiola"",fpl,fotball,""benjamin mendy"",""premier league"",""manchester city"",""sergio aguero"",""pep guardiola"",sport}",tv2,2018-09-16 12:27:00+02,"- Det kan være uker, dager, eller kanskje enda lenger",f
10082260,https://www.tv2.no/a/10082260,Sport,Fotball,"{sport,""zlatan ibrahimovic"",""ola kamara"",mls,""la galaxy"",fotball}",tv2,2018-09-16 11:45:00+02,- De kommer til å bli husket som mitt offer nummer 500,f
10081674,https://www.tv2.no/a/10081674,Sport,Fotball,"{""bernardo silva"",""fabian delph"",sport,""manchester city"",fotball}",tv2,2018-09-16 08:00:00+02,"City-profil om lagkamerat: - Han ser ut som han er 45, men er bare 20 eller noe",f
10081782,https://www.tv2.no/a/10081782,Sport,Fotball,"{""young boys"",""manchester united"",""premier league"",""champions league"",sport,fotball}",tv2,2018-09-16 08:00:00+02,Dette bekymrer Mourinho: - Det var en dårlig erfaring,f
10081417,https://www.tv2.no/a/10081417,Sport,Fotball,"{""jan vertonghen"",fotball,""roberto firmino"",sport,liverpool,skader,tottenham,""premier league""}",tv2,2018-09-15 18:50:00+02,- Ser ut som han skal kjøre fingeren gjennom hodeskallen til Firmino,f
10080940,https://www.tv2.no/a/10080940,Sport,Fotball,"{""mauricio pochettino"",""heung min son"",fotball,""premier league"",tottenham,sport,liverpool}",tv2,2018-09-15 15:51:00+02,Her blir Tottenham snytt for straffespark på overtid,f
10069795,https://www.tv2.no/a/10069795,Sport,Fotball,"{""ligue 1"",""serie a"",fotball,sport,""mario balotelli""}",tv2,2018-09-15 13:11:00+02,- Det er fint at folk hater meg. Jeg håper de fortsetter med det,f
10078413,https://www.tv2.no/a/10078413,Sport,Fotball,"{watford,sport,fotball,""troy deeney"",""premier league""}",tv2,2018-09-15 08:00:00+02,Hemmeligheten bak suksessen til Watford,f
10077692,https://www.tv2.no/a/10077692,Sport,Fotball,"{moura,fotball,tottenham,""premier league"",sport,liverpool}",tv2,2018-09-15 08:00:00+02,- Presset er større når en klubb bruker mye penger,f
10080264,https://www.tv2.no/a/10080264,Sport,Fotball,"{""manchester united"",""premier league"",sport,""romelu lukaku"",fotball}",tv2,2018-09-14 21:23:00+02,Lukaku avslører legende-mentor,f
10077295,https://www.tv2.no/a/10077295,Sport,Fotball,"{tottenham,""hugo lloris"",promillekjøring,sport,""premier league"",fotball}",tv2,2018-09-14 17:55:00+02,TV 2-reporter drakk seg like full for å vise uaktsomheten,f
10058988,https://www.tv2.no/a/10058988,Sport,Fotball,"{watford,leicester,sport,""premier league"",fotball}",tv2,2018-09-14 16:32:00+02,Watford har allerede kopiert Leicester - kan de gjøre det igjen?,f
10079794,https://www.tv2.no/a/10079794,Sport,Fotball,"{sport,fabinho,""premier league"",fotball,liverpool}",tv2,2018-09-14 16:19:00+02,Klopp om Fabinho-vraking: - Jeg liker ikke situasjonen,f
10081917,https://www.tv2.no/a/10081917,Sport,Fotball,"{fotball,sport,""la liga"",""real madrid"",""athletic bilbao""}",tv2,2018-09-15 22:52:00+02,Første poengtap for Real Madrid,t
10079593,https://www.tv2.no/a/10079593,Sport,Fotball,"{sport,eliteserien,""lehne olsen"",lillestrøm,fotball}",tv2,2018-09-14 14:07:00+02,NFF avviser Lehne Olsen-anke,f
10063829,https://www.tv2.no/a/10063829,Sport,Fotball,"{odd,eliteserien,sport,fagermo,skagen,fotball}",tv2,2018-09-14 07:27:00+02,Fagermo: - Jeg hører på Gunhild Stordalen,f
On9lAq,https://www.vg.no/sport/fotball/i/On9lAq/king-med-scoring-og-maalgivende-i-bournemouth-seier,Sport,Fotball,"{""premier league"",""joshua king"",sport,fotball}",vg,2018-09-15 17:51:00+02,King med scoring og målgivende i Bournemouth-seier,t
0EyrAM,https://www.vg.no/sport/fotball/i/0EyrAM/hazard-hat-trick-sendte-chelsea-over-liverpool,Sport,Fotball,"{""premier league"",""manchester city"",""fulham fc"",""chelsea fc "",""cardiff city"",sport,fotball}",vg,2018-09-15 18:02:00+02,Hazard-hat trick sendte Chelsea over Liverpool,t
10075135,https://www.tv2.no/a/10075135,Sport,Fotball,"{fotball,""xherdan shaqiri"",""premier league"",liverpool,sport}",tv2,2018-09-14 10:23:00+02,- Jeg kom ikke hit for å være på ferie. Jeg trenger ikke å snakke om kvalitetene mine,t
10081078,https://www.tv2.no/a/10081078,Sport,Fotball,"{""premier league"",""joshua king"",bournemouth,sport,fotball,leicester}",tv2,2018-09-15 17:52:00+02,King herjet i storseier,t
10081441,https://www.tv2.no/a/10081441,Sport,Fotball,"{""premier league"",""manchester united"",""jose mourinho"",watford,fotball,sport}",tv2,2018-09-15 20:24:00+02,Manchester United vant etter praktomgang: - Noe av det bedre jeg har sett av dem,t
10081032,https://www.tv2.no/a/10081032,Sport,Fotball,"{""manchester city"",sport,fotball,""premier league"",fulham}",tv2,2018-09-15 17:51:00+02,Fulham knust i Stefan Johansens Premier League-debut fra start,t
10081503,https://www.tv2.no/a/10081503,Sport,Fotball,"{eliteserien,brann,fotball,sport,haugesund,""daouda bamba""}",tv2,2018-09-15 19:51:00+02,Storkjøpet scoret sitt første for gulljagende Brann: - Noe de har manglet i flere år,t
10080715,https://www.tv2.no/a/10080715,Sport,Fotball,"{""harry kane"",""mohamed salah"",""mauricio pochettino"",sport,liverpool,""jurgen klopp"",tottenham,fotball,""premier league""}",tv2,2018-09-15 15:22:00+02,Gavmild keeper-vikar serverte Liverpool seieren,t
10081119,https://www.tv2.no/a/10081119,Sport,Fotball,"{cardiff,fotball,""premier league"",sport,chelsea,""eden hazard""}",tv2,2018-09-15 17:52:00+02,Briljant Hazard sendte Chelsea opp på tabelltopp med hat-trick,t
10080956,https://www.tv2.no/a/10080956,Sport,Fotball,"{fotball,sport,newcastle,""premier league"",arsenal}",tv2,2018-09-15 17:50:00+02,Praktscoring i tredje strake Arsenal-seier,t
10078574,https://www.tv2.no/a/10078574,Sport,Fotball,"{fotball,eliteserien,video,sverige,landslaget,sport}",tv2,2018-09-13 22:45:00+02,Svensk landslagsspiller avviser å ha sendt sexfilm på sosiale medier til kvinne,f
10078460,https://www.tv2.no/a/10078460,Sport,Fotball,"{sport,""lsk kvinner"",mesterligaen,fotball}",tv2,2018-09-13 20:53:00+02,LSK med komfortabel Mesterliga-seier,f
10078368,https://www.tv2.no/a/10078368,Sport,Fotball,"{""pep guardiola"",""manchester city"",barcelona,fotball,sport,""premier league"",guardiola}",tv2,2018-09-13 20:23:00+02,Guardiola avslører hvor han vil avslutte trenerkarrieren,f
10078224,https://www.tv2.no/a/10078224,Sport,Fotball,"{bendtner,eliteserien,fotball,rosenborg,""nicklas bendtner"",sport}",tv2,2018-09-13 19:03:00+02,RBK-treneren: - Vi vil ha Bendtner tilbake på banen så raskt som mulig,f
10078167,https://www.tv2.no/a/10078167,Sport,Fotball,"{""jurgen klopp"",""premier league"",kloppen,sport,fotball,anfield}",tv2,2018-09-13 17:32:00+02,Klopp kapret De Geas og Van der Sars tidligere keepertrener,f
10077894,https://www.tv2.no/a/10077894,Sport,Fotball,"{sport,chelsea,fotball,fifa,""premier league"",""roman abramovitsj""}",tv2,2018-09-13 16:28:00+02,- Tror det vil bli mer juks,f
10077910,https://www.tv2.no/a/10077910,Sport,Fotball,"{""premier league"",sport,videodømming,test,fotball}",tv2,2018-09-13 15:44:00+02,På lørdag blir det VAR i Premier League,f
10077630,https://www.tv2.no/a/10077630,Sport,Fotball,"{""premier league"",fotball,tottenham,sport}",tv2,2018-09-13 13:54:00+02,Skadet Dele Alli går glipp av Liverpool-kampen,f
10077499,https://www.tv2.no/a/10077499,Sport,Fotball,"{sport,fotball}",tv2,2018-09-13 13:07:00+02,NFF senker billettprisene,f
10077091,https://www.tv2.no/a/10077091,Sport,Fotball,"{sport,""premier league"",watford,""manchester united"",fotball,""troy deeney""}",tv2,2018-09-13 11:00:00+02,"Watford-spissens forvandling: Droppet brød, sukker og øl",f
10064246,https://www.tv2.no/a/10064246,Sport,Fotball,"{sport,""premier league"",""nations league"",fotball,kypros,norge,landslag,""crystal palace""}",tv2,2018-09-13 07:21:00+02,- Nå må jeg ta opp hansken og vise at jeg er verdig den plassen,f
10076450,https://www.tv2.no/a/10076450,Sport,Fotball,"{juventus,landslag,fotball,ronaldo,sport,argentina,dybala}",tv2,2018-09-12 22:50:00+02,Stjernens tidligere sjef: - Han vil forlate Juventus i januar,f
10076318,https://www.tv2.no/a/10076318,Sport,Fotball,"{""spartak moskva"",""john terry"",sport,fotball,chelsea,""antonio conte"",""premier league""}",tv2,2018-09-12 20:47:00+02,Terry trosset rådet fra Conte og sa nei til storklubb,f
10075915,https://www.tv2.no/a/10075915,Sport,Fotball,"{""mario balotelli"",nice,sport,""premier league"",balotelli,fotball,italia}",tv2,2018-09-12 17:37:00+02,- Balotelli løy om vekten - veide 100 kilo,f
10075817,https://www.tv2.no/a/10075817,Sport,Fotball,"{""la liga"",fotball,barcelona,sport,""messi ronaldo""}",tv2,2018-09-12 17:07:00+02,Klubben bekrefter: - Barcelona-spillerne har sagt ja til å spille ligakamp i USA,f
10075632,https://www.tv2.no/a/10075632,Sport,Fotball,"{""manchester united"",fotball,""petter myhre"",sport,""marcus rashford"",""jamie carragher"",""premier league""}",tv2,2018-09-12 16:43:00+02,Mener Rashford bør forlate Manchester United,f
10075447,https://www.tv2.no/a/10075447,Sport,Fotball,"{fotball,afrikamesterskapet,seychellene,sport}",tv2,2018-09-12 15:56:00+02,Ble latterliggjort etter dette bildet: - Jeg bryr meg ikke om hva folk sier,f
10075644,https://www.tv2.no/a/10075644,Sport,Fotball,"{""nicklas bendtner"",fotball,sport,eliteserien,rosenborg}",tv2,2018-09-12 15:49:00+02,"- Hvis det var selvforsvar, så har selvforsvar fått en helt ny betydning",f
10075501,https://www.tv2.no/a/10075501,Sport,Fotball,"{fotball,sport,""brede hangeland"",""ada hegerberg"",norge}",tv2,2018-09-12 15:02:00+02,Det lukter konflikt og brente broer lang vei,f
10075123,https://www.tv2.no/a/10075123,Sport,Fotball,"{""lehne olsen"",eliteserien,lillestrøm,sport,nff,fotball}",tv2,2018-09-12 11:47:00+02,Lillestrøm anker karantenedom,f
10075159,https://www.tv2.no/a/10075159,Sport,Fotball,"{""premier league"",fotball,""hugo lloris"",sport,tottenham}",tv2,2018-09-12 11:40:00+02,Lloris innrømmet fyllekjøring i retten,f
10074886,https://www.tv2.no/a/10074886,Sport,Fotball,"{fotball,supportere,sport,eliteserien,tromsø,brann}",tv2,2018-09-12 10:01:00+02,Gladmelding til Brann-fansen,f
10074203,https://www.tv2.no/a/10074203,Sport,Fotball,"{rosenborg,fotball,eliteserien,""erik hoftun"",sport,""kåre ingebrigtsen""}",tv2,2018-09-11 21:16:00+02,Ingebrigtsen og Hoftun går til sak mot Rosenborg,f
10077618,https://www.tv2.no/a/10077618,Sport,Fotball,"{""premier league"",""jose mourinho"",fotballryktene,fotball,sport,""manchester united"",""paul pogba""}",tv2,2018-09-13 14:55:00+02,Avis: - Agenten har lovet Pogba overgang til Spania,t
10075896,https://www.tv2.no/a/10075896,Sport,Fotball,"{lyon,avaldsnes,sport,""ada hegerberg"",fotball}",tv2,2018-09-12 19:52:00+02,Henry og Hegerberg kunne juble for seier mot Avaldsnes,t
10076801,https://www.tv2.no/a/10076801,Sport,Fotball,"{kvinnefotball,fotball,""frida maanum"",sport}",tv2,2018-09-13 09:16:00+02,Frida (19) hylles av landslagsvenninnene etter hat trick i Champions League,t
10074432,https://www.tv2.no/a/10074432,Sport,Fotball,"{england,wembley,sport,""marcus rashford"",fotball,rashford}",tv2,2018-09-11 23:00:00+02,Rashford matchvinner for England,t
10074243,https://www.tv2.no/a/10074243,Sport,Fotball,"{sport,hazard,fotball,belgia,""nations league"",lukaku,island}",tv2,2018-09-11 22:38:00+02,Lukaku glitret mot Island: - Han er en scoringsmaskin i belgisk landslagstrøye,t
10073887,https://www.tv2.no/a/10073887,Sport,Fotball,"{em,""u21 landslaget"",sport,u21,norge,fotball,landslag}",tv2,2018-09-11 19:52:00+02,Thorsby tomålsscorer da Norge holdt liv i EM-håpet,t
10074532,https://www.tv2.no/a/10074532,Sport,Fotball,"{fotball,sport,landslag,richarlison,brasil}",tv2,2018-09-12 08:07:00+02,Richarlison og Brasil herjet med El Salvador,t
10073961,https://www.tv2.no/a/10073961,Sport,Fotball,"{eliteserien,rosenborg,vold,sport,fotball,""nicklas bendtner""}",tv2,2018-09-11 19:44:00+02,Dobbelt kjevebrudd for taxisjåføren - hevder Bendtner nektet å betale,f
10074040,https://www.tv2.no/a/10074040,Sport,Fotball,"{vålerenga,fotball,eliteserien,""thomas lehne olsen"",sport,lillestrøm}",tv2,2018-09-11 19:41:00+02,LSK-spiss fikk én kamps karantene for dommerkritikk,f
10072573,https://www.tv2.no/a/10072573,Sport,Fotball,"{sport,kvinnefotball,fotballjentene,fotball,""ada hegerberg"",lyon}",tv2,2018-09-11 16:15:00+02,Hegerberg slettet landslagsjentene på Facebook og Instagram,f
10073377,https://www.tv2.no/a/10073377,Sport,Fotball,"{voldtektssiktet,eliteserien,rosenborg,fotball,lerkendal,""nicklas bendtner"",rbk,sport}",tv2,2018-09-11 15:42:00+02,Bendtner: - Beklager overfor klubben av hele mitt hjerte,f
10073156,https://www.tv2.no/a/10073156,Sport,Fotball,"{tsjekkia,russland,sport,""nations league"",fotball}",tv2,2018-09-11 13:21:00+02,Sparket etter å ha fått bank av Russland,f
10073020,https://www.tv2.no/a/10073020,Sport,Fotball,"{alfheim,sport,tromsø,eliteserien,supportere,fotball,brann}",tv2,2018-09-11 13:17:00+02,- Så dårlig håndtert at jeg ikke har ord,f
10072383,https://www.tv2.no/a/10072383,Sport,Fotball,"{fotball,rosenborg,københavn,""nicklas bendtner"",eliteserien,sport}",tv2,2018-09-11 09:04:00+02,- Jeg er glad for at han hjalp min datter,f
10072093,https://www.tv2.no/a/10072093,Sport,Fotball,"{tyrkia,sport,sverige,fotball,""nations league"",landslag}",tv2,2018-09-10 22:41:00+02,Svensk mareritt: Tapte Nations League-åpningen etter kollaps mot Tyrkia,f
10071947,https://www.tv2.no/a/10071947,Sport,Fotball,"{portugal,""nations league"",balotelli,fotball,ronaldo,sport,italia}",tv2,2018-09-10 22:38:00+02,Senket Italia: - Han er Ronaldos arvtaker,f
10071897,https://www.tv2.no/a/10071897,Sport,Fotball,"{norge,fotball,sport,landslaget,ullevaal,landslag}",tv2,2018-09-10 20:29:00+02,Garanterer billigere billetter på Ullevaal,f
10071733,https://www.tv2.no/a/10071733,Sport,Fotball,"{fotball,""nicklas bendtner"",sport,rosenborg,eliteserien}",tv2,2018-09-10 18:38:00+02,Kjæresten sier Bendtner slo i selvforsvar - taxiselskapet hevder å ha video som beviser noe annet,f
10071561,https://www.tv2.no/a/10071561,Sport,Fotball,"{""mario balotelli"",fotball,sport,""nations league"",italia,landslag}",tv2,2018-09-10 17:57:00+02,Blir kalt overvektig og uintelligent - nå er Balotelli ute av Italia-troppen,f
10071467,https://www.tv2.no/a/10071467,Sport,Fotball,"{""premier league"",pogba,sport,fotball,""messi ronaldo"",neymar}",tv2,2018-09-10 16:23:00+02,Disse 55 kjemper om å havne på verdenslaget,f
10067610,https://www.tv2.no/a/10067610,Sport,Fotball,"{sport,homohets,""premier league"",""hector bellerin"",fotball,arsenal}",tv2,2018-09-10 16:02:00+02,Reagerer på Bellerín-avsløring: - Fotballen har særutfodringer,f
10071042,https://www.tv2.no/a/10071042,Sport,Fotball,"{fotball,eliteserien,""tove moe dyrhaug"",rosenborg,sport,""nicklas bendtner""}",tv2,2018-09-10 14:31:00+02,Fjernes som ambassadør av sponsor,f
10071061,https://www.tv2.no/a/10071061,Sport,Fotball,"{""saint etienne"",fotball,sport,""william gomis"",""ligue 1""}",tv2,2018-09-10 13:34:00+02,Fransk fotballspiller (19) skutt og drept,f
10071007,https://www.tv2.no/a/10071007,Sport,Fotball,"{eliteserien,""nicklas bendtner"",fotball,sport}",tv2,2018-09-10 13:05:00+02,Nedbrutt Bendtner kontaktet selv Rosenborg,f
10069718,https://www.tv2.no/a/10069718,Sport,Fotball,"{norge,sport,""nations league"",fotball,landslag}",tv2,2018-09-10 12:10:00+02,Berge om Drillo-kritikk: - Jeg bør være mer toneangivende,f
10070532,https://www.tv2.no/a/10070532,Sport,Fotball,"{rosenborg,fotball,bendtner,vold,sport}",tv2,2018-09-10 10:41:00+02,- Rosenborg har fått et kjempeproblem,f
10070469,https://www.tv2.no/a/10070469,Sport,Fotball,"{""joshua king"",landslaget,fotball,sport}",tv2,2018-09-10 10:01:00+02,- Ingen grunn til å fly etter å ha slått Kypros,f
10069728,https://www.tv2.no/a/10069728,Sport,Fotball,"{landslag,norge,""nations league"",fotball,sport}",tv2,2018-09-10 07:38:00+02,"Slaktet på børsen, men fikk følgende beskjed av sjefen: - Du spilte jævlig bra",f
10069750,https://www.tv2.no/a/10069750,Sport,Fotball,"{fotball,danmark,landslag,sport,""nicklas bendtner"",eliteserien}",tv2,2018-09-09 21:43:00+02,Hareide: - Det er utenkelig med en voldsdømt spiller på det danske landslaget,f
10069605,https://www.tv2.no/a/10069605,Sport,Fotball,"{""lars lagerbäck"",""markus henriksen"",sport,bulgaria,landslag,""nations league"",""håvard nordtveit"",fotball}",tv2,2018-09-09 20:53:00+02,- De har dyktige skuespillere og klarer å lure dommeren,f
10069206,https://www.tv2.no/a/10069206,Sport,Fotball,"{norge,fotball,landslag,sport,""nations league""}",tv2,2018-09-09 19:21:00+02,Spillerbørsen: - To spillere har mistet plassen,f
10069061,https://www.tv2.no/a/10069061,Sport,Fotball,"{fotball,sport}",tv2,2018-09-09 16:56:00+02,LSK ble seriemester,f
4deo5E,https://www.vg.no/sport/fotball/i/4deo5E/vinnermaskinen-lagerback-foran-drillo-skjema,Sport,Fotball,"{""herrelandslaget fotball"",sport,fotball}",vg,2018-09-07 10:14:00+02,Vinnermaskinen Lagerbäck foran Drillo-skjema,f
10072304,https://www.tv2.no/a/10072304,Sport,Fotball,"{fotball,""naby keita"",sport,""premier league"",""alisson becker""}",tv2,2018-09-11 08:04:00+02,Her er de største kuppene og de verste kjøpene i sommerens overgangsvindu,t
10069124,https://www.tv2.no/a/10069124,Sport,Fotball,"{sport,norge,landslag,""nations league"",fotball}",tv2,2018-09-09 19:54:00+02,Norge sendt ned på jorden med tap i Bulgaria,t
10069285,https://www.tv2.no/a/10069285,Sport,Fotball,"{fotball,""christian eriksen"",""nations league"",wales,sport,danmark}",tv2,2018-09-09 19:52:00+02,Eriksen og Danmark slo tilbake etter krisen: - Han prater med føttene,t
6nR5z3,https://www.vg.no/sport/fotball/i/6nR5z3/slik-var-lise-klaveness-vei-til-toppjobben,Sport,Fotball,"{eliteserien,""norges fotballforbund (nff)"",""lise klaveness"",""herrelandslaget fotball"",""kvinnelandslaget fotball"",sport,fotball}",vg,2018-09-15 12:04:00+02,Slik var Lise Klaveness’ vei til toppjobben,f
karKw6,https://www.vg.no/sport/fotball/i/karKw6/tar-scoringsloes-ronaldo-i-forsvar-navnet-hans-skal-staa-igjen-med-gullskrift,Sport,Fotball,"{sport,fotball}",vg,2018-09-15 10:14:00+02,Tar scoringsløs Ronaldo i forsvar: – Navnet hans skal stå igjen med gullskrift,f
m693qv,https://www.vg.no/sport/fotball/i/m693qv/haugesunds-bergenser-om-brann-de-kunne-vaert-flinkere,Sport,Fotball,"{eliteserien,""fk haugesund"",""sk brann"",sport,fotball}",vg,2018-09-15 08:58:00+02,Haugesunds bergenser om Brann: – De kunne vært flinkere,f
e1LOwO,https://www.vg.no/sport/fotball/i/e1LOwO/mener-liverpool-boer-prioritere-bort-champions-league,Sport,Fotball,"{tippetips,""liverpool fc"",""premier league"",""champions league"",sport,fotball}",vg,2018-09-15 07:56:00+02,Mener Liverpool bør prioritere bort Champions League,f
J15BeJ,https://www.vg.no/sport/fotball/i/J15BeJ/ekspertene-disse-rykker-ned-fra-eliteserien,Sport,Fotball,"{eliteserien,sandefjord,""simen rafn"",eurosport,nrk,sport,fotball}",vg,2018-09-14 20:45:00+02,Ekspertene: – Disse rykker ned fra Eliteserien,f
